osu file format v14

[General]
AudioFilename: Da Roots (Folk Mix).mp3
AudioLeadIn: 0
PreviewTime: 15056
Countdown: 0
SampleSet: Soft
StackLeniency: 0.3
Mode: 3
LetterboxInBreaks: 1
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
Bookmarks: 15167
DistanceSpacing: 0.8
BeatDivisor: 4
GridSize: 8
TimelineZoom: 1.2

[Metadata]
Title:6K Starter Practice Pack
TitleUnicode:6K Starter Practice Pack
Artist:Various Artists
ArtistUnicode:Various Artists
Creator:QQwiwi2012
Version:[8] Mind Reflection - Da Roots (Folk Mix)
Source:
Tags:itg in the groove kyle ward bms Lagoona Always in my Uniq Amore DJ Doo Do U Love Me Cyrex Starfield Missing Heart Charlene Banzai Zodiac カラフル・サウンズ・ポート CHERRY DOLL Colorful Sounds Port Hands up! Digital Explosion Mythology 上杉うた with 星明 Canon (blazing summer mix) celas with StarL Vanilla Ninja Tough Enough The Beginning Queen of Light Smiley Fantasia Andreas Viklund Sweet Things Xacla a.k.a. fen deep blue sunrise anubasu-anubasu The Island of Albatross Nina Let My Go Blind KaW Kagami E-Rotic Touch Me Erotic Twilight white crystal sensitive Shiraishi horizon しらいし Lemmings on the Run Oasis F Rabbeat The Universe Festival MD10 Junk Qualia SHANADOO King Kong Land of imagination 梅干茶漬け Galaxy in Toybox Umeboshi Chazuke kozato D-period -moonlit world line- Nick Furry vs. 悪いケモノ-A 蝎虎天体 Warui Kemono-A Lacertid Mind Reflection Da Roots (Folk YOASOBI 夜に駆ける Yoru ni Kakeru Rochelle Mouth BeautifulDay Feel The O2Jam! in Belize Crispy Bubble Dancer Lime Daydreamer SHK 月哀月夜 Sad of the Moon Night of the
BeatmapID:3347772
BeatmapSetID:1640166

[Difficulty]
HPDrainRate:7
CircleSize:6
OverallDifficulty:7
ApproachRate:8
SliderMultiplier:1.5
SliderTickRate:1

[Events]
//Background and Video events
0,0,"Da Roots (Folk Mix).png",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
7810,489.875898105813,4,2,0,5,1,0
8775,453.377663593774,4,2,0,5,1,0
11490,468.676769254804,4,2,0,5,1,0
13360,457.66590389016,4,2,0,5,1,0
14280,447.494033412888,4,2,0,5,1,0
15170,452.130665762405,4,1,0,5,1,0


[Colours]
Combo1 : 128,0,0
Combo2 : 0,0,255
Combo3 : 0,204,204
Combo4 : 0,128,0

[HitObjects]
469,192,7810,5,0,0:0:0:0:
298,192,7810,1,0,0:0:0:0:
213,192,8299,1,0,0:0:0:0:
42,192,8299,1,0,0:0:0:0:
384,192,8775,1,0,0:0:0:0:
213,192,9001,1,0,0:0:0:0:
42,192,9001,1,0,0:0:0:0:
213,192,9455,1,0,0:0:0:0:
42,192,9455,1,0,0:0:0:0:
42,192,9681,1,0,0:0:0:0:
213,192,9681,1,0,0:0:0:0:
298,192,10135,1,0,0:0:0:0:
469,192,10135,1,0,0:0:0:0:
469,192,10361,1,0,0:0:0:0:
298,192,10361,1,0,0:0:0:0:
213,192,10815,1,0,0:0:0:0:
42,192,10815,1,0,0:0:0:0:
213,192,11041,1,0,0:0:0:0:
42,192,11041,1,0,0:0:0:0:
298,192,11490,1,0,0:0:0:0:
469,192,11490,1,0,0:0:0:0:
213,192,11958,1,0,0:0:0:0:
42,192,11958,1,0,0:0:0:0:
213,192,12193,1,0,0:0:0:0:
42,192,12193,1,0,0:0:0:0:
298,192,12661,1,0,0:0:0:0:
469,192,12661,1,0,0:0:0:0:
469,192,12896,1,0,0:0:0:0:
298,192,12896,1,0,0:0:0:0:
128,192,13130,1,0,0:0:0:0:
213,192,13360,1,0,0:0:0:0:
42,192,13360,1,0,0:0:0:0:
469,192,13817,1,0,0:0:0:0:
298,192,13817,1,0,0:0:0:0:
298,192,14046,1,0,0:0:0:0:
469,192,14046,1,0,0:0:0:0:
213,192,14503,1,0,0:0:0:0:
42,192,14503,1,0,0:0:0:0:
384,192,14615,1,0,0:0:0:0:
213,192,14727,1,0,0:0:0:0:
42,192,14727,1,0,0:0:0:0:
298,192,14951,1,0,0:0:0:0:
384,192,15170,1,0,0:0:0:0:
469,192,15170,1,0,0:0:0:0:
128,192,15170,1,0,0:0:0:0:
42,192,15170,1,0,0:0:0:0:
298,192,15622,1,0,0:0:0:0:
213,192,15622,1,0,0:0:0:0:
384,192,15961,1,0,0:0:0:0:
128,192,15961,1,0,0:0:0:0:
213,192,16074,1,0,0:0:0:0:
298,192,16074,1,0,0:0:0:0:
469,192,16300,1,0,0:0:0:0:
42,192,16300,1,0,0:0:0:0:
469,192,16526,1,0,0:0:0:0:
42,192,16526,1,0,0:0:0:0:
384,192,16752,1,0,0:0:0:0:
128,192,16752,1,0,0:0:0:0:
298,192,16978,1,0,0:0:0:0:
42,192,16978,1,0,0:0:0:0:
213,192,17204,1,0,0:0:0:0:
469,192,17204,1,0,0:0:0:0:
384,192,17430,1,0,0:0:0:0:
128,192,17430,1,0,0:0:0:0:
298,192,17656,1,0,0:0:0:0:
