osu file format v14

[General]
AudioFilename: Land of Imagination.mp3
AudioLeadIn: 0
PreviewTime: 18868
Countdown: 0
SampleSet: Soft
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 0

[Editor]
DistanceSpacing: 1
BeatDivisor: 4
GridSize: 4
TimelineZoom: 1.4

[Metadata]
Title:6K Starter Practice Pack
TitleUnicode:6K Starter Practice Pack
Artist:Various Artists
ArtistUnicode:Various Artists
Creator:QQwiwi2012
Version:[9] LAGOONA - Land of Imagination
Source:
Tags:itg in the groove kyle ward bms Lagoona Always in my Uniq Amore DJ Doo Do U Love Me Cyrex Starfield Missing Heart Charlene Banzai Zodiac カラフル・サウンズ・ポート CHERRY DOLL Colorful Sounds Port Hands up! Digital Explosion Mythology 上杉うた with 星明 Canon (blazing summer mix) celas with StarL Vanilla Ninja Tough Enough The Beginning Queen of Light Smiley Fantasia Andreas Viklund Sweet Things Xacla a.k.a. fen deep blue sunrise anubasu-anubasu The Island of Albatross Nina Let My Go Blind KaW Kagami E-Rotic Touch Me Erotic Twilight white crystal sensitive Shiraishi horizon しらいし Lemmings on the Run Oasis F Rabbeat The Universe Festival MD10 Junk Qualia SHANADOO King Kong Land of imagination 梅干茶漬け Galaxy in Toybox Umeboshi Chazuke kozato D-period -moonlit world line- Nick Furry vs. 悪いケモノ-A 蝎虎天体 Warui Kemono-A Lacertid Mind Reflection Da Roots (Folk YOASOBI 夜に駆ける Yoru ni Kakeru Rochelle Mouth BeautifulDay Feel The O2Jam! in Belize Crispy Bubble Dancer Lime Daydreamer SHK 月哀月夜 Sad of the Moon Night of the
BeatmapID:3347805
BeatmapSetID:1640166

[Difficulty]
HPDrainRate:7
CircleSize:6
OverallDifficulty:7
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"Land of Imagination.png",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
450,441.176470588235,4,2,0,5,1,0
18979,441.176470588235,4,2,0,5,1,0


[HitObjects]
469,192,450,5,0,0:0:0:0:
42,192,450,1,0,0:0:0:0:
298,192,450,1,0,0:0:0:0:
213,192,670,1,0,0:0:0:0:
298,192,670,1,0,0:0:0:0:
128,192,891,1,0,0:0:0:0:
42,192,891,1,0,0:0:0:0:
213,192,1111,1,0,0:0:0:0:
42,192,1332,1,0,0:0:0:0:
213,192,1552,1,0,0:0:0:0:
128,192,1773,1,0,0:0:0:0:
42,192,1773,1,0,0:0:0:0:
213,192,1994,1,0,0:0:0:0:
42,192,2214,1,0,0:0:0:0:
384,192,2214,1,0,0:0:0:0:
213,192,2435,1,0,0:0:0:0:
384,192,2435,1,0,0:0:0:0:
128,192,2655,1,0,0:0:0:0:
42,192,2655,1,0,0:0:0:0:
213,192,2876,1,0,0:0:0:0:
42,192,3097,1,0,0:0:0:0:
213,192,3317,1,0,0:0:0:0:
128,192,3538,1,0,0:0:0:0:
42,192,3538,1,0,0:0:0:0:
213,192,3758,1,0,0:0:0:0:
42,192,3979,1,0,0:0:0:0:
469,192,3979,1,0,0:0:0:0:
213,192,4199,1,0,0:0:0:0:
469,192,4199,1,0,0:0:0:0:
42,192,4420,1,0,0:0:0:0:
128,192,4420,1,0,0:0:0:0:
213,192,4641,1,0,0:0:0:0:
42,192,4861,1,0,0:0:0:0:
213,192,5082,1,0,0:0:0:0:
42,192,5302,1,0,0:0:0:0:
128,192,5302,1,0,0:0:0:0:
213,192,5523,1,0,0:0:0:0:
42,192,5744,1,0,0:0:0:0:
384,192,5744,1,0,0:0:0:0:
213,192,5964,1,0,0:0:0:0:
384,192,5964,1,0,0:0:0:0:
42,192,6185,1,0,0:0:0:0:
128,192,6185,1,0,0:0:0:0:
213,192,6405,1,0,0:0:0:0:
42,192,6626,1,0,0:0:0:0:
213,192,6847,1,0,0:0:0:0:
42,192,7067,1,0,0:0:0:0:
128,192,7067,1,0,0:0:0:0:
213,192,7288,1,0,0:0:0:0:
469,192,7288,1,0,0:0:0:0:
384,192,7398,1,0,0:0:0:0:
298,192,7508,1,0,0:0:0:0:
42,192,7508,1,0,0:0:0:0:
469,192,7508,1,0,0:0:0:0:
298,192,7729,1,0,0:0:0:0:
213,192,7729,1,0,0:0:0:0:
42,192,7949,1,0,0:0:0:0:
128,192,7949,1,0,0:0:0:0:
213,192,8170,1,0,0:0:0:0:
42,192,8391,1,0,0:0:0:0:
213,192,8611,1,0,0:0:0:0:
42,192,8832,1,0,0:0:0:0:
128,192,8832,1,0,0:0:0:0:
213,192,9052,1,0,0:0:0:0:
384,192,9273,1,0,0:0:0:0:
42,192,9273,1,0,0:0:0:0:
384,192,9494,1,0,0:0:0:0:
213,192,9494,1,0,0:0:0:0:
42,192,9714,1,0,0:0:0:0:
128,192,9714,1,0,0:0:0:0:
213,192,9935,1,0,0:0:0:0:
42,192,10155,1,0,0:0:0:0:
213,192,10376,1,0,0:0:0:0:
42,192,10597,1,0,0:0:0:0:
128,192,10597,1,0,0:0:0:0:
213,192,10817,1,0,0:0:0:0:
469,192,11038,1,0,0:0:0:0:
42,192,11038,1,0,0:0:0:0:
469,192,11258,1,0,0:0:0:0:
213,192,11258,1,0,0:0:0:0:
128,192,11479,1,0,0:0:0:0:
42,192,11479,1,0,0:0:0:0:
213,192,11699,1,0,0:0:0:0:
42,192,11920,1,0,0:0:0:0:
213,192,12141,1,0,0:0:0:0:
128,192,12361,1,0,0:0:0:0:
42,192,12361,1,0,0:0:0:0:
213,192,12582,1,0,0:0:0:0:
469,192,12582,1,0,0:0:0:0:
384,192,12692,1,0,0:0:0:0:
42,192,12802,1,0,0:0:0:0:
298,192,12802,1,0,0:0:0:0:
469,192,12802,1,0,0:0:0:0:
213,192,13023,1,0,0:0:0:0:
298,192,13023,1,0,0:0:0:0:
128,192,13244,1,0,0:0:0:0:
42,192,13244,1,0,0:0:0:0:
384,192,13244,1,0,0:0:0:0:
