osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: 26778
Countdown: 0
SampleSet: Soft
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 0

[Editor]
Bookmarks: 14497
DistanceSpacing: 0.8
BeatDivisor: 6
GridSize: 32
TimelineZoom: 2.899999

[Metadata]
Title:MilK
TitleUnicode:MilK
Artist:Morimori Atsushi
ArtistUnicode:モリモリあつし
Creator:Syadow-
Version:XO
Source:大血戦 -THE BMS OF FIGHTERS ULTIMATE-
Tags:_Asha Daeng Simatta ATing FAMoss instrumental electronic future bass featured artist fa BMS be music script bofu2015 bof Lanota VOEZ maimai MiLK Muse Dash SOUND VOLTEX VIVID WAVE RAVON GROOVE COASTER 4MAX DIAMOND GALAXY WAI WAI PARTY!!!! EZ2ON REBOOT : R Sixtar Gate: STARTRAIL Rizline PUMP IT UP PHOENIX Rotaeno Paradigm: Reboot KALPA - Original Rhythm Game ポラリスコード Polaris Chord タイムカプセル NNRR-0007 GroundbreakinG 2015 SV Slider velocity hybrid mappers' guild mpg mg
BeatmapID:1950520
BeatmapSetID:933882

[Difficulty]
HPDrainRate:8
CircleSize:4
OverallDifficulty:8
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"miruku.jpg",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
1578,400,4,2,1,20,1,0
5178,-142.857142857143,4,2,1,20,0,0
5278,-76.923076923077,4,2,1,20,0,0
5378,-142.857142857143,4,2,1,20,0,0
5478,-76.923076923077,4,2,1,20,0,0
5578,-100,4,2,1,20,0,0
5778,-142.857142857143,4,2,1,20,0,0
5878,-76.923076923077,4,2,1,20,0,0
5978,-142.857142857143,4,2,1,20,0,0
6078,-76.923076923077,4,2,1,20,0,0
6178,-100,4,2,1,20,0,0
6378,-142.857142857143,4,2,1,20,0,0
6478,-76.923076923077,4,2,1,20,0,0
6578,-142.857142857143,4,2,1,20,0,0
6678,-76.923076923077,4,2,1,20,0,0
6778,-100,4,2,1,20,0,0
6978,-142.857142857143,4,2,1,20,0,0
7078,-76.923076923077,4,2,1,20,0,0
7178,-142.857142857143,4,2,1,20,0,0
7278,-76.923076923077,4,2,1,20,0,0
7378,-142.857142857143,4,2,1,20,0,0
7478,-117.647058823529,4,2,1,20,0,0
7578,-100,4,2,1,20,0,0
7678,-86.9565217391304,4,2,1,20,0,0
7778,-76.9230769230769,4,2,1,20,0,0
7878,-100,4,2,1,20,0,0
11578,-142.857142857143,4,2,1,20,0,0
11678,-76.923076923077,4,2,1,20,0,0
11778,-142.857142857143,4,2,1,20,0,0
11878,-76.923076923077,4,2,1,20,0,0
11978,-100,4,2,1,20,0,0
12178,-142.857142857143,4,2,1,20,0,0
12278,-76.923076923077,4,2,1,20,0,0
12378,-142.857142857143,4,2,1,20,0,0
12478,-76.923076923077,4,2,1,20,0,0
12578,-100,4,2,1,20,0,0
12778,-142.857142857143,4,2,1,20,0,0
12878,-76.9230769230769,4,2,1,20,0,0
12978,-142.857142857143,4,2,1,20,0,0
13078,-117.647058823529,4,2,1,20,0,0
13178,-100,4,2,1,20,0,0
13278,-86.9565217391304,4,2,1,20,0,0
13378,-76.9230769230769,4,2,1,20,0,0
13478,-100,4,2,1,20,0,0
14378,-100,4,2,1,40,0,0
20778,-100,4,2,1,50,0,0
26778,-142.857142857143,4,2,1,50,0,0
26878,-76.9230769230769,4,2,1,50,0,0
26978,-142.857142857143,4,2,1,50,0,0
27078,-76.9230769230769,4,2,1,50,0,0
27178,-100,4,2,1,60,0,1
32978,-142.857142857143,4,2,1,60,0,1
33078,-76.9230769230769,4,2,1,60,0,1
33178,-142.857142857143,4,2,1,60,0,1
33278,-76.9230769230769,4,2,1,60,0,1
33378,-142.857142857143,4,2,1,60,0,1
33478,-76.9230769230769,4,2,1,60,0,1
