osu file format v14

[General]
AudioFilename: Sweet Things.mp3
AudioLeadIn: 0
PreviewTime: 14514
Countdown: 0
SampleSet: Soft
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 0

[Editor]
DistanceSpacing: 1
BeatDivisor: 4
GridSize: 32
TimelineZoom: 1.3

[Metadata]
Title:6K Starter Practice Pack
TitleUnicode:6K Starter Practice Pack
Artist:Various Artists
ArtistUnicode:Various Artists
Creator:QQwiwi2012
Version:[6] Andreas Viklund - Sweet Things
Source:
Tags:itg in the groove kyle ward bms Lagoona Always in my Uniq Amore DJ Doo Do U Love Me Cyrex Starfield Missing Heart Charlene Banzai Zodiac カラフル・サウンズ・ポート CHERRY DOLL Colorful Sounds Port Hands up! Digital Explosion Mythology 上杉うた with 星明 Canon (blazing summer mix) celas with StarL Vanilla Ninja Tough Enough The Beginning Queen of Light Smiley Fantasia Andreas Viklund Sweet Things Xacla a.k.a. fen deep blue sunrise anubasu-anubasu The Island of Albatross Nina Let My Go Blind KaW Kagami E-Rotic Touch Me Erotic Twilight white crystal sensitive Shiraishi horizon しらいし Lemmings on the Run Oasis F Rabbeat The Universe Festival MD10 Junk Qualia SHANADOO King Kong Land of imagination 梅干茶漬け Galaxy in Toybox Umeboshi Chazuke kozato D-period -moonlit world line- Nick Furry vs. 悪いケモノ-A 蝎虎天体 Warui Kemono-A Lacertid Mind Reflection Da Roots (Folk YOASOBI 夜に駆ける Yoru ni Kakeru Rochelle Mouth BeautifulDay Feel The O2Jam! in Belize Crispy Bubble Dancer Lime Daydreamer SHK 月哀月夜 Sad of the Moon Night of the
BeatmapID:3347792
BeatmapSetID:1640166

[Difficulty]
HPDrainRate:6
CircleSize:6
OverallDifficulty:6
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"Sweet Things.png",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
0,457.142857142857,4,2,0,5,1,0


[HitObjects]
469,192,0,5,0,0:0:0:0:
42,192,0,1,0,0:0:0:0:
298,192,228,1,0,0:0:0:0:
128,192,457,1,0,0:0:0:0:
213,192,685,1,0,0:0:0:0:
384,192,914,1,0,0:0:0:0:
384,192,1142,1,0,0:0:0:0:
298,192,1371,1,0,0:0:0:0:
384,192,1599,1,0,0:0:0:0:
128,192,1828,1,0,0:0:0:0:
213,192,2057,1,0,0:0:0:0:
384,192,2285,1,0,0:0:0:0:
298,192,2514,1,0,0:0:0:0:
469,192,2742,1,0,0:0:0:0:
469,192,2971,1,0,0:0:0:0:
469,192,3199,1,0,0:0:0:0:
384,192,3428,1,0,0:0:0:0:
42,192,3657,1,0,0:0:0:0:
213,192,3885,1,0,0:0:0:0:
298,192,4114,1,0,0:0:0:0:
128,192,4342,1,0,0:0:0:0:
128,192,4571,1,0,0:0:0:0:
213,192,4799,1,0,0:0:0:0:
128,192,5028,1,0,0:0:0:0:
298,192,5257,1,0,0:0:0:0:
42,192,5485,1,0,0:0:0:0:
213,192,5714,1,0,0:0:0:0:
384,192,5942,1,0,0:0:0:0:
298,192,6171,1,0,0:0:0:0:
298,192,6399,1,0,0:0:0:0:
298,192,6628,1,0,0:0:0:0:
469,192,6857,1,0,0:0:0:0:
128,192,7085,1,0,0:0:0:0:
469,192,7314,1,0,0:0:0:0:
42,192,7314,1,0,0:0:0:0:
298,192,7542,1,0,0:0:0:0:
128,192,7771,1,0,0:0:0:0:
42,192,7771,1,0,0:0:0:0:
213,192,7999,1,0,0:0:0:0:
384,192,8228,1,0,0:0:0:0:
384,192,8457,1,0,0:0:0:0:
42,192,8685,1,0,0:0:0:0:
298,192,8685,1,0,0:0:0:0:
469,192,8914,1,0,0:0:0:0:
128,192,9142,1,0,0:0:0:0:
213,192,9371,1,0,0:0:0:0:
384,192,9599,1,0,0:0:0:0:
42,192,9599,1,0,0:0:0:0:
298,192,9828,1,0,0:0:0:0:
469,192,10057,1,0,0:0:0:0:
469,192,10285,1,0,0:0:0:0:
469,192,10514,1,0,0:0:0:0:
42,192,10514,1,0,0:0:0:0:
384,192,10742,1,0,0:0:0:0:
42,192,10971,1,0,0:0:0:0:
213,192,11199,1,0,0:0:0:0:
298,192,11428,1,0,0:0:0:0:
42,192,11428,1,0,0:0:0:0:
128,192,11657,1,0,0:0:0:0:
128,192,11885,1,0,0:0:0:0:
213,192,12114,1,0,0:0:0:0:
42,192,12342,1,0,0:0:0:0:
128,192,12342,1,0,0:0:0:0:
298,192,12571,1,0,0:0:0:0:
128,192,12799,1,0,0:0:0:0:
